subject,grade,press,year,lesson_number_cn,lesson_name,vocab_preview
健康與體育,3,翰林版,109_1,,廣告不實與健康消費,"業配,媒體識讀,消費權益"
健康與體育,5,翰林版,109_1,,伸出友誼的手,"投射作用,刻板印象,正向思考,偏見"
