stock_id,signal_date,entry_price,support,resistance,ma20,deviation_pct,stop_baseline,stop_a,target_baseline,target_b,baseline_outcome,baseline_ret_pct,a_outcome,a_ret_pct,b_outcome,b_ret_pct,ab_outcome,ab_ret_pct
2809,2025-05-21,51.1,46.35,51.1,49.21,3.84,48.55,47.01,55.19,56.84,neither,1.57,neither,1.57,neither,1.57,neither,1.57
5880,2022-11-29,26.5,24.7,27.6,26.03,1.79,25.17,24.38,27.6,28.43,neither,-1.51,neither,-1.51,neither,-1.51,neither,-1.51
5880,2023-04-26,26.6,26.05,27.4,26.38,0.82,25.66,24.47,27.4,28.22,target,3.01,target,3.01,target,6.09,target,6.09
5880,2023-11-24,26.5,25.1,26.8,25.96,2.08,25.17,24.38,26.8,27.6,target,1.13,target,1.13,neither,-0.94,neither,-0.94
5880,2024-03-28,26.0,25.6,26.85,25.91,0.37,25.22,23.92,26.85,27.66,neither,1.54,neither,1.54,neither,1.54,neither,1.54
5880,2024-07-10,26.3,25.75,26.9,26.15,0.56,25.36,24.2,26.9,27.71,target,2.28,target,2.28,neither,0.95,neither,0.95
5880,2025-05-12,25.0,23.5,25.15,24.23,3.19,23.75,23.0,25.15,25.9,neither,-2.8,neither,-2.8,neither,-2.8,neither,-2.8
5880,2025-12-17,24.75,23.7,24.85,24.11,2.64,23.34,22.77,24.85,25.6,target,0.4,target,0.4,neither,-3.23,neither,-3.23
5880,2026-06-16,24.6,22.6,24.7,23.28,5.68,23.37,23.37,24.7,25.44,target,0.41,target,0.41,target,3.41,target,3.41
2887,2022-11-23,14.7,13.05,15.35,14.07,4.46,13.96,13.52,15.35,15.81,neither,2.38,neither,2.38,neither,2.38,neither,2.38
2887,2023-11-27,18.05,17.15,18.3,17.85,1.11,16.89,16.61,18.3,18.85,target,1.39,target,1.39,neither,-1.39,neither,-1.39
2887,2024-03-18,18.1,17.2,18.2,17.6,2.81,16.94,16.65,18.2,18.75,target,0.55,target,0.55,neither,-3.04,neither,-3.04
2887,2024-12-25,17.75,17.1,18.5,17.47,1.57,16.84,16.33,18.5,18.5,neither,-2.25,neither,-2.25,neither,-2.25,neither,-2.25
2887,2025-03-17,17.5,17.3,17.85,17.47,0.14,17.04,16.1,17.85,18.39,target,2.0,target,2.0,stopped,-2.63,stopped,-8.0
2887,2025-06-04,16.75,15.9,17.85,16.69,0.33,15.91,15.41,17.85,18.39,stopped,-5.01,neither,-4.48,stopped,-5.01,neither,-4.48
2887,2025-07-17,18.4,15.75,18.6,16.62,10.71,17.48,17.85,18.6,19.16,stopped,-5.0,stopped,-2.99,stopped,-5.0,stopped,-2.99
2887,2025-09-12,17.3,16.1,18.6,16.67,3.79,16.43,15.92,18.6,19.16,target,7.51,target,7.51,target,10.75,target,10.75
2887,2026-06-05,28.6,22.85,29.4,24.39,17.26,27.17,27.74,29.4,30.28,stopped,-5.0,stopped,-3.01,stopped,-5.0,stopped,-3.01
1216,2022-12-23,65.9,64.1,67.4,65.52,0.58,63.14,60.63,67.4,69.42,target,2.28,target,2.28,neither,2.43,neither,2.43
1216,2023-11-23,72.5,67.1,73.6,70.03,3.53,68.88,66.7,73.6,75.81,target,1.52,target,1.52,neither,1.66,neither,1.66
1216,2024-02-26,75.5,70.3,76.8,73.27,3.04,71.72,69.46,76.8,79.1,target,1.72,target,1.72,neither,0.0,neither,0.0
1216,2024-09-13,87.2,79.9,92.8,83.19,4.82,82.84,80.22,92.8,95.58,neither,2.87,neither,2.87,neither,2.87,neither,2.87
1216,2025-03-10,82.9,78.8,86.5,81.62,1.57,77.62,76.27,86.5,89.09,stopped,-6.37,stopped,-8.0,stopped,-6.37,stopped,-8.0
1216,2025-05-27,80.8,76.3,83.7,79.93,1.09,76.76,74.34,83.7,86.21,neither,-1.73,neither,-1.73,neither,-1.73,neither,-1.73
1216,2025-10-30,79.6,76.7,80.4,78.39,1.55,75.55,73.23,80.4,82.81,stopped,-5.09,neither,-3.77,stopped,-5.09,neither,-3.77
1216,2026-01-05,77.0,74.6,80.5,76.91,0.12,73.48,70.84,80.5,82.92,stopped,-4.57,neither,-7.01,stopped,-4.57,neither,-7.01
1216,2026-05-18,74.7,68.5,76.7,71.91,3.88,70.97,68.72,76.7,79.0,stopped,-4.99,target,2.68,stopped,-4.99,neither,2.14
1101,2023-04-24,39.55,36.05,39.8,37.19,6.35,37.57,37.57,39.8,40.99,target,0.63,target,0.63,stopped,-5.01,stopped,-5.01
1101,2023-11-30,34.95,32.4,35.5,33.43,4.54,33.2,32.15,35.5,36.56,neither,-0.14,neither,-0.14,neither,-0.14,neither,-0.14
1101,2024-04-23,32.35,31.0,33.6,32.17,0.55,30.54,29.76,33.6,34.61,target,3.86,target,3.86,neither,6.18,neither,6.18
1101,2024-11-22,33.35,31.7,34.2,32.54,2.5,31.22,30.68,34.2,35.23,target,2.55,target,2.55,neither,-4.5,neither,-4.5
1101,2025-02-25,34.95,30.85,35.1,32.52,7.46,33.2,33.2,35.1,36.15,target,0.43,target,0.43,stopped,-5.01,stopped,-5.01
1101,2025-12-22,22.6,20.95,24.5,22.5,0.47,21.47,20.79,24.5,25.23,target,8.41,target,8.41,target,11.64,target,11.64
1101,2026-05-08,25.0,24.05,26.75,24.78,0.9,23.69,23.0,26.75,27.55,stopped,-5.24,neither,-2.4,stopped,-5.24,neither,-2.4
1102,2022-09-15,44.85,42.05,44.95,43.16,3.92,42.61,41.26,44.95,46.3,stopped,-4.99,stopped,-8.0,stopped,-4.99,stopped,-8.0
1102,2022-12-02,40.85,37.35,44.9,40.27,1.43,38.81,37.58,44.9,46.25,neither,0.37,neither,0.37,neither,0.37,neither,0.37
1102,2023-10-17,40.6,38.95,41.2,39.98,1.56,38.37,37.35,41.2,42.44,neither,-1.23,neither,-1.23,neither,-1.23,neither,-1.23
1102,2023-11-16,41.5,38.6,41.7,39.98,3.79,39.42,38.18,41.7,42.95,target,0.48,target,0.48,neither,1.93,neither,1.93
1102,2024-03-20,40.7,39.85,42.65,40.43,0.66,39.25,37.44,42.65,43.93,target,4.79,target,4.79,neither,3.19,neither,3.19
1102,2024-07-05,44.75,40.6,46.0,43.4,3.1,42.51,41.17,46.0,47.38,stopped,-5.01,stopped,-8.0,stopped,-5.01,stopped,-8.0
1102,2024-08-27,44.9,39.75,46.0,43.28,3.76,42.65,41.31,46.0,47.38,neither,2.0,neither,2.0,neither,2.0,neither,2.0
1102,2025-03-04,43.7,39.75,44.25,41.47,5.38,41.52,41.52,44.25,45.58,target,1.26,target,1.26,target,4.3,target,4.3
1102,2025-11-25,37.85,35.0,38.4,36.85,2.71,35.96,34.82,38.4,39.55,target,1.45,target,1.45,stopped,-4.99,neither,-3.96
1102,2026-04-22,35.65,34.2,37.3,35.24,1.16,33.69,32.8,37.3,38.42,neither,-1.96,neither,-1.96,neither,-1.96,neither,-1.96
1102,2026-06-29,35.45,33.5,36.5,35.0,1.28,33.68,32.61,36.5,37.59,target,2.96,target,2.96,stopped,-4.99,stopped,-8.01
2105,2022-09-16,39.5,34.0,39.5,35.55,11.11,37.52,38.31,42.66,43.94,stopped,-5.01,stopped,-3.01,stopped,-5.01,stopped,-3.01
2105,2022-12-15,34.5,33.35,39.05,34.36,0.41,32.85,31.74,39.05,40.22,neither,-0.87,neither,-0.87,neither,-0.87,neither,-0.87
2105,2023-03-08,34.9,33.75,35.25,34.39,1.47,33.24,32.11,35.25,36.31,target,1.0,target,1.0,target,4.04,target,4.04
2105,2023-09-12,41.8,36.9,42.05,39.19,6.67,39.71,39.71,42.05,43.31,target,0.6,target,0.6,target,3.61,target,3.61
2105,2024-02-27,46.3,42.9,47.9,45.33,2.14,43.98,42.6,47.9,49.34,target,3.46,target,3.46,target,6.57,target,6.57
2105,2024-09-02,50.0,44.15,53.5,48.47,3.16,47.5,46.0,53.5,55.11,stopped,-5.0,neither,3.0,stopped,-5.0,neither,3.0
2105,2024-11-29,50.6,45.2,55.0,49.07,3.12,48.07,46.55,55.0,56.65,neither,-2.67,neither,-2.67,neither,-2.67,neither,-2.67
2105,2025-02-18,51.6,48.9,55.0,50.47,2.24,49.02,47.47,55.0,56.65,neither,-1.36,neither,-1.36,neither,-1.36,neither,-1.36
2105,2025-05-09,51.8,48.05,52.7,50.25,3.07,49.21,47.66,52.7,54.28,target,1.74,target,1.74,stopped,-5.0,stopped,-7.99
2105,2026-04-09,31.95,28.1,32.2,30.4,5.08,30.35,30.35,32.2,33.17,target,0.78,target,0.78,target,3.82,target,3.82
9910,2022-11-16,185.5,155.0,187.0,167.88,10.5,176.22,179.94,187.0,192.61,target,0.81,stopped,-3.0,target,3.83,stopped,-3.0
9910,2024-09-19,147.5,135.0,165.5,141.82,4.0,140.12,135.7,165.5,165.5,stopped,-5.0,neither,-4.07,stopped,-5.0,neither,-4.07
9910,2025-03-14,133.0,120.0,144.0,132.93,0.06,126.35,122.36,144.0,148.32,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
9910,2025-05-28,120.5,106.5,139.5,119.5,0.84,114.47,110.86,139.5,143.69,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
9910,2025-08-06,121.0,116.5,127.0,120.08,0.77,114.75,111.32,127.0,127.0,target,4.96,target,4.96,target,4.96,target,4.96
9910,2025-10-09,135.0,111.0,136.0,119.95,12.55,128.25,130.95,136.0,140.08,stopped,-5.0,stopped,-3.0,stopped,-5.0,stopped,-3.0
9910,2026-06-12,91.9,66.4,99.0,76.35,20.37,87.31,89.14,99.0,101.97,stopped,-4.99,stopped,-3.0,stopped,-4.99,stopped,-3.0
2354,2022-11-22,50.0,44.8,51.0,47.52,5.21,47.5,47.5,51.0,52.53,target,2.0,target,2.0,target,5.06,target,5.06
2354,2023-04-18,54.8,52.1,57.0,54.61,0.34,51.32,50.42,57.0,58.71,neither,-2.37,neither,-2.37,neither,-2.37,neither,-2.37
2354,2023-06-07,55.3,51.6,56.5,54.07,2.27,52.53,50.88,56.5,58.2,target,2.17,target,2.17,target,5.24,target,5.24
2354,2023-09-13,56.5,53.8,60.5,55.7,1.44,52.99,51.98,60.5,62.32,target,7.08,target,7.08,target,10.3,target,10.3
2354,2024-03-18,55.4,48.8,60.8,51.45,7.68,52.63,52.63,60.8,62.62,target,9.75,target,9.75,target,13.03,target,13.03
2354,2024-10-14,65.6,61.7,71.9,65.28,0.49,62.32,60.35,71.9,74.06,target,9.6,target,9.6,target,12.9,target,12.9
2354,2025-06-16,64.4,57.5,71.2,60.68,6.13,61.18,61.18,71.2,73.34,stopped,-5.0,stopped,-5.0,stopped,-5.0,stopped,-5.0
2354,2026-05-12,62.5,50.4,65.3,54.96,13.72,59.38,60.62,65.3,67.26,stopped,-4.99,stopped,-3.01,stopped,-4.99,stopped,-3.01
2357,2022-11-22,261.0,229.5,261.5,243.85,7.03,247.95,247.95,261.5,269.35,target,0.19,target,0.19,target,3.2,target,3.2
2357,2023-04-28,282.5,268.5,293.0,275.9,2.39,264.47,259.9,293.0,301.79,target,3.72,target,3.72,target,6.83,target,6.83
2357,2023-11-27,377.0,337.0,409.0,369.8,1.95,358.15,346.84,409.0,421.27,target,8.49,target,8.49,target,11.74,target,11.74
2357,2024-05-15,498.0,406.5,517.0,442.23,12.61,473.1,483.06,517.0,532.51,target,3.82,target,3.82,target,6.93,stopped,-3.0
2357,2024-08-26,546.0,422.0,564.0,494.8,10.35,518.7,529.62,564.0,580.92,stopped,-5.0,stopped,-3.0,stopped,-5.0,stopped,-3.0
2357,2025-05-23,622.0,555.0,704.0,605.6,2.71,590.9,572.24,704.0,725.12,target,13.18,target,13.18,neither,9.0,neither,9.0
2357,2025-08-08,680.0,623.0,745.0,653.2,4.1,646.0,625.6,745.0,767.35,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
2357,2025-09-17,673.0,615.0,714.0,649.2,3.67,639.35,619.16,714.0,735.42,target,6.09,target,6.09,neither,1.93,neither,1.93
2357,2026-03-17,593.0,493.0,608.0,536.05,10.62,563.35,575.21,608.0,626.24,stopped,-5.0,stopped,-3.0,stopped,-5.0,stopped,-3.0
2377,2022-11-14,122.5,107.0,125.5,113.6,7.83,116.38,116.38,125.5,129.27,target,2.45,target,2.45,target,5.53,target,5.53
2377,2023-11-15,168.0,154.0,178.0,166.72,0.76,159.6,154.56,178.0,183.34,target,5.95,target,5.95,target,9.13,target,9.13
2377,2024-05-29,197.5,158.0,210.0,172.97,14.18,187.62,191.57,210.0,216.3,stopped,-5.0,stopped,-3.0,stopped,-5.0,stopped,-3.0
2377,2024-10-16,177.5,168.0,186.5,173.35,2.39,168.62,163.3,186.5,192.09,target,5.07,target,5.07,stopped,-5.0,neither,-3.66
2377,2024-12-31,183.5,168.5,191.5,176.68,3.86,174.32,168.82,191.5,197.25,target,4.36,target,4.36,target,7.49,target,7.49
2377,2025-06-25,142.5,132.0,172.0,141.62,0.62,135.38,131.1,172.0,177.16,neither,0.7,neither,0.7,neither,0.7,neither,0.7
2377,2026-05-04,95.1,87.0,106.0,93.03,2.23,90.34,87.49,106.0,109.18,target,11.46,target,11.46,target,14.81,target,14.81
2385,2022-11-29,82.8,78.8,84.3,81.24,1.92,77.62,76.18,84.3,86.83,target,1.81,target,1.81,target,4.87,target,4.87
2385,2023-07-27,107.5,97.4,108.0,101.26,6.16,102.12,102.12,108.0,111.24,target,0.47,target,0.47,target,3.48,target,3.48
2385,2024-03-05,204.5,158.5,205.0,177.38,15.29,194.27,198.36,205.0,211.15,target,0.24,target,0.24,target,3.25,target,3.25
2385,2024-09-20,162.5,153.0,176.0,161.7,0.49,154.38,149.5,176.0,181.28,neither,0.31,neither,0.31,neither,0.31,neither,0.31
2385,2025-02-03,155.5,149.0,166.5,153.62,1.22,146.76,143.06,166.5,171.5,neither,3.86,neither,3.86,neither,3.86,neither,3.86
2385,2025-05-23,169.0,147.5,177.5,160.82,5.08,160.55,160.55,177.5,182.83,stopped,-5.0,stopped,-5.0,stopped,-5.0,stopped,-5.0
2385,2025-09-03,136.0,132.5,159.5,135.18,0.61,130.51,125.12,159.5,164.28,neither,-0.37,neither,-0.37,neither,-0.37,neither,-0.37
2385,2026-02-05,119.0,115.0,130.0,118.05,0.8,113.27,109.48,130.0,133.9,neither,3.78,neither,3.78,neither,3.78,neither,3.78
2395,2022-11-25,317.5,269.0,327.5,306.82,3.48,301.62,292.1,327.5,337.32,target,3.15,target,3.15,target,6.24,target,6.24
2395,2023-11-27,345.5,321.5,359.0,343.15,0.68,328.22,317.86,359.0,369.77,target,3.91,target,3.91,target,7.02,target,7.02
2395,2024-02-23,380.0,329.5,400.0,357.93,6.17,361.0,361.0,400.0,412.0,target,5.26,target,5.26,target,8.42,target,8.42
2395,2024-07-01,368.0,349.0,395.5,365.23,0.76,349.6,338.56,395.5,407.37,stopped,-5.0,neither,-5.84,stopped,-5.0,neither,-5.84
2395,2024-11-25,349.5,298.0,359.0,328.9,6.26,332.02,332.02,359.0,369.77,target,2.72,target,2.72,neither,0.57,neither,0.57
2395,2025-07-01,340.0,322.5,359.5,339.93,0.02,323.0,312.8,359.5,359.5,neither,-2.06,neither,-2.06,neither,-2.06,neither,-2.06
2395,2025-09-12,344.0,310.0,377.0,333.7,3.09,326.8,316.48,377.0,388.31,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
2395,2026-01-29,305.0,274.5,315.5,288.35,5.77,289.75,289.75,315.5,324.97,stopped,-5.0,stopped,-5.0,stopped,-5.0,stopped,-5.0
3231,2022-11-24,27.35,25.2,27.95,26.96,1.45,25.98,25.16,27.95,28.79,target,2.19,target,2.19,target,5.27,target,5.27
3231,2024-01-10,94.5,90.9,104.0,94.41,0.1,89.54,86.94,104.0,107.12,target,10.05,target,10.05,target,13.35,target,13.35
3231,2024-10-08,102.0,94.0,114.0,100.72,1.27,96.9,93.84,114.0,117.42,target,11.76,target,11.76,target,15.12,target,15.12
3231,2025-02-26,115.0,99.0,126.0,109.78,4.76,109.25,105.8,126.0,129.78,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
3231,2025-05-14,114.5,98.6,118.0,104.55,9.52,108.77,108.77,118.0,121.54,target,3.06,target,3.06,neither,1.75,neither,1.75
3231,2025-09-30,140.5,109.0,140.5,119.75,17.33,133.47,136.28,151.74,156.29,target,8.0,target,8.0,target,11.24,target,11.24
3231,2026-04-23,139.5,122.5,146.0,132.35,5.4,132.53,132.53,146.0,150.38,target,4.66,target,4.66,stopped,-5.0,stopped,-5.0
2301,2022-11-17,67.5,63.5,69.6,65.99,2.3,64.12,62.1,69.6,71.69,stopped,-5.01,stopped,-8.0,stopped,-5.01,stopped,-8.0
2301,2023-02-06,68.3,62.8,68.9,65.47,4.32,64.88,62.84,68.9,70.97,target,0.88,target,0.88,target,3.91,target,3.91
2301,2023-12-25,116.5,106.0,128.0,111.72,4.27,110.67,107.18,128.0,131.84,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
2301,2024-03-20,123.0,106.0,124.0,112.2,9.63,116.85,116.85,124.0,127.72,target,0.81,target,0.81,stopped,-5.0,stopped,-5.0
2301,2024-06-03,110.5,97.5,126.0,106.46,3.8,104.97,101.66,126.0,129.78,stopped,-5.0,neither,-0.45,stopped,-5.0,neither,-0.45
2301,2024-11-08,105.0,99.0,110.0,103.35,1.6,99.75,96.6,110.0,113.3,target,4.76,target,4.76,neither,-0.48,neither,-0.48
2301,2025-02-03,107.5,99.2,111.0,103.5,3.86,102.12,98.9,111.0,114.33,target,3.26,target,3.26,neither,1.4,neither,1.4
2301,2025-05-22,102.5,89.6,113.0,99.21,3.32,97.38,94.3,113.0,116.39,neither,4.39,neither,4.39,neither,4.39,neither,4.39
2301,2026-01-16,166.0,153.0,197.0,164.15,1.13,157.7,152.72,197.0,202.91,neither,16.57,neither,16.57,neither,16.57,neither,16.57
2301,2026-05-05,171.0,141.5,200.0,164.0,4.27,162.45,157.32,200.0,206.0,target,16.96,target,16.96,target,20.47,target,20.47
2324,2022-12-05,21.85,20.7,23.15,21.62,1.09,20.76,20.1,23.15,23.84,target,5.95,target,5.95,neither,6.18,neither,6.18
2324,2023-12-01,30.35,29.15,32.2,30.31,0.15,28.71,27.92,32.2,33.17,target,6.1,target,6.1,target,9.29,target,9.29
2324,2024-05-27,39.3,34.85,40.4,36.84,6.67,37.33,37.33,40.4,41.61,stopped,-5.01,stopped,-5.01,stopped,-5.01,stopped,-5.01
2324,2024-09-19,33.75,31.0,35.75,33.16,1.79,32.06,31.05,35.75,36.82,target,5.93,target,5.93,neither,7.26,neither,7.26
2324,2025-02-20,38.6,35.85,40.25,37.54,2.84,36.67,35.51,40.25,41.46,stopped,-5.0,neither,-4.27,stopped,-5.0,neither,-4.27
2324,2025-06-25,28.3,26.95,34.3,28.22,0.27,26.55,26.04,34.3,34.3,neither,4.42,neither,4.42,neither,4.42,neither,4.42
2324,2025-09-24,34.5,26.7,34.5,29.19,18.18,32.77,33.46,37.26,38.38,target,8.0,target,8.0,stopped,-5.01,stopped,-3.01
2324,2026-01-20,32.6,29.55,36.3,30.71,6.16,30.97,30.97,36.3,37.39,stopped,-5.0,stopped,-5.0,stopped,-5.0,stopped,-5.0
2324,2026-05-29,36.7,27.5,36.85,30.75,19.34,34.87,35.6,36.85,37.96,target,0.41,target,0.41,target,3.43,target,3.43
3711,2022-11-16,93.6,73.8,94.2,82.74,13.13,88.92,90.79,94.2,97.03,target,0.64,target,0.64,target,3.66,target,3.66
3711,2023-06-01,112.0,102.0,114.5,107.12,4.55,106.4,103.04,114.5,117.94,target,2.23,target,2.23,target,5.3,target,5.3
3711,2023-09-12,115.5,104.0,127.5,114.52,0.85,109.72,106.26,127.5,131.33,stopped,-5.0,neither,0.87,stopped,-5.0,neither,0.87
3711,2024-05-30,158.5,145.5,177.0,154.0,2.92,150.57,145.82,177.0,182.31,target,11.67,target,11.67,neither,6.31,neither,6.31
3711,2024-10-14,158.0,141.0,188.0,153.6,2.86,150.1,145.36,188.0,193.64,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
3711,2024-12-24,164.5,146.0,173.0,157.3,4.58,156.28,151.34,173.0,178.19,target,5.17,target,5.17,target,8.32,target,8.32
3711,2025-06-10,142.5,133.0,164.0,142.25,0.18,135.38,131.1,164.0,168.92,neither,0.35,neither,0.35,neither,0.35,neither,0.35
3711,2025-09-03,157.0,143.0,160.5,149.42,5.07,149.15,149.15,160.5,165.31,target,2.23,target,2.23,target,5.29,target,5.29
6505,2022-11-14,85.1,76.1,87.0,81.76,4.09,80.84,78.29,87.0,89.61,stopped,-5.01,neither,-4.7,stopped,-5.01,neither,-4.7
6505,2023-02-13,82.8,79.6,86.9,82.47,0.4,78.41,76.18,86.9,89.51,neither,-0.72,neither,-0.72,neither,-0.72,neither,-0.72
6505,2023-09-20,81.5,78.8,86.2,80.85,0.8,77.62,74.98,86.2,88.79,neither,-1.84,neither,-1.84,neither,-1.84,neither,-1.84
6505,2023-11-07,81.5,78.7,83.5,80.46,1.3,77.52,74.98,83.5,86.0,target,2.45,target,2.45,neither,1.6,neither,1.6
6505,2023-11-17,83.7,78.7,84.4,80.66,3.76,79.52,77.0,84.4,86.93,target,0.84,target,0.84,neither,0.12,neither,0.12
6505,2024-04-30,72.2,69.0,76.4,72.16,0.06,67.97,66.42,76.4,78.69,stopped,-5.86,neither,-5.54,stopped,-5.86,neither,-5.54
6505,2025-03-03,38.9,33.2,43.5,36.94,5.31,36.95,36.95,43.5,44.8,stopped,-5.01,stopped,-5.01,stopped,-5.01,stopped,-5.01
6505,2025-05-21,39.5,34.65,41.05,37.78,4.56,37.52,36.34,41.05,42.28,stopped,-5.01,stopped,-8.0,stopped,-5.01,stopped,-8.0
6505,2025-07-30,43.25,34.9,43.25,38.31,12.89,41.09,41.95,46.71,48.11,stopped,-4.99,stopped,-3.01,stopped,-4.99,stopped,-3.01
6505,2025-10-20,43.85,38.35,44.6,40.64,7.89,41.66,41.66,44.6,45.94,target,1.71,target,1.71,target,4.77,target,4.77
6505,2026-02-25,56.0,45.75,57.0,50.17,11.61,53.2,54.32,57.0,58.71,stopped,-5.0,stopped,-3.0,stopped,-5.0,stopped,-3.0
6505,2026-06-25,55.9,49.15,58.4,53.36,4.75,53.1,51.43,58.4,60.15,stopped,-5.01,target,4.47,stopped,-5.01,target,7.6
2207,2022-11-15,621.0,546.0,621.0,586.6,5.86,589.95,589.95,670.68,690.8,neither,-3.54,neither,-3.54,neither,-3.54,neither,-3.54
2207,2023-01-31,656.0,574.0,664.0,613.0,7.01,623.2,623.2,664.0,683.92,target,1.22,target,1.22,stopped,-5.0,stopped,-5.0
2207,2023-04-14,660.0,593.0,666.0,626.05,5.42,627.0,627.0,666.0,685.98,target,0.91,target,0.91,target,3.94,target,3.94
2207,2023-11-24,694.0,600.0,710.0,655.35,5.9,659.3,659.3,710.0,731.3,target,2.31,target,2.31,neither,-1.01,neither,-1.01
2207,2024-06-24,635.0,599.0,660.0,623.95,1.77,603.25,584.2,660.0,679.8,neither,0.63,neither,0.63,neither,0.63,neither,0.63
2207,2025-04-01,613.0,582.0,635.0,608.9,0.67,582.35,563.96,635.0,635.0,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
2207,2025-05-08,637.0,563.0,652.0,608.6,4.67,605.15,586.04,652.0,671.56,target,2.35,target,2.35,stopped,-5.0,stopped,-8.0
2207,2025-09-08,571.0,546.0,589.0,560.05,1.96,537.81,525.32,589.0,606.67,target,3.15,target,3.15,target,6.25,target,6.25
9904,2022-11-17,32.35,27.25,32.85,28.85,12.13,30.73,31.38,32.85,33.84,target,1.55,target,1.55,neither,2.94,stopped,-3.0
9904,2023-11-08,29.7,28.6,30.95,29.17,1.82,28.17,27.32,30.95,31.88,target,4.21,target,4.21,neither,4.55,neither,4.55
9904,2024-03-19,33.45,29.95,33.8,31.15,7.38,31.78,31.78,33.8,34.81,target,1.05,target,1.05,target,4.07,target,4.07
9904,2024-10-07,36.25,33.45,37.95,35.0,3.56,34.44,33.35,37.95,39.09,target,4.69,target,4.69,target,7.83,target,7.83
9904,2025-09-30,28.85,27.95,29.75,28.56,1.02,27.53,26.54,29.75,30.64,target,3.12,target,3.12,neither,1.56,neither,1.56
2201,2022-10-25,44.3,40.25,46.45,42.27,4.8,42.08,40.76,46.45,47.84,target,4.85,target,4.85,target,7.99,target,7.99
2201,2023-09-14,83.8,73.9,88.7,80.4,4.24,79.61,77.1,88.7,91.36,stopped,-5.0,target,5.85,stopped,-5.0,target,9.02
2201,2024-05-08,76.3,66.6,76.3,69.63,9.58,72.48,72.48,82.4,84.88,stopped,-5.01,stopped,-5.01,stopped,-5.01,stopped,-5.01
2201,2025-09-24,35.0,31.65,36.35,33.78,3.6,33.25,32.2,36.35,37.44,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
2201,2025-11-17,39.05,30.9,43.35,34.04,14.72,37.1,37.88,43.35,44.65,stopped,-4.99,stopped,-3.0,stopped,-4.99,stopped,-3.0
2201,2026-06-05,28.7,26.15,29.85,27.44,4.6,27.26,26.4,29.85,30.75,stopped,-5.02,neither,2.09,stopped,-5.02,neither,2.09
2618,2022-09-01,33.65,30.95,34.8,32.23,4.41,31.97,30.96,34.8,35.84,target,3.42,target,3.42,target,6.51,target,6.51
2618,2022-12-12,28.05,25.55,36.2,27.01,3.84,26.65,25.81,36.2,37.29,neither,0.89,neither,0.89,neither,0.89,neither,0.89
2618,2023-05-22,30.7,25.1,30.85,27.45,11.84,29.16,29.78,30.85,31.78,target,0.49,target,0.49,target,3.52,target,3.52
2618,2023-11-23,32.2,27.3,32.7,29.92,7.63,30.59,30.59,32.7,33.68,target,1.55,target,1.55,stopped,-5.0,stopped,-5.0
2618,2024-04-02,31.95,30.9,33.85,31.64,0.99,30.44,29.39,33.85,34.87,target,5.95,target,5.95,target,9.14,target,9.14
2618,2024-09-16,35.9,34.3,39.35,35.2,1.97,33.79,33.03,39.35,40.53,neither,3.9,neither,3.9,neither,3.9,neither,3.9
2618,2025-05-23,42.4,38.05,45.7,41.81,1.42,40.28,39.01,45.7,47.07,stopped,-5.0,stopped,-8.0,stopped,-5.0,stopped,-8.0
2618,2025-09-02,39.45,38.3,41.6,39.2,0.64,37.73,36.29,41.6,42.85,stopped,-4.36,neither,-4.18,stopped,-4.36,neither,-4.18
2618,2026-01-06,36.3,33.9,38.8,35.9,1.12,34.48,33.4,38.8,39.96,target,6.89,target,6.89,neither,4.82,neither,4.82
2618,2026-05-27,34.8,33.4,36.7,34.72,0.22,32.9,32.02,36.7,37.8,target,5.46,target,5.46,target,8.62,target,8.62
2610,2022-12-15,19.6,16.9,23.15,18.29,7.18,18.62,18.62,23.15,23.84,stopped,-5.0,stopped,-5.0,stopped,-5.0,stopped,-5.0
2610,2023-05-29,21.65,18.75,21.8,19.64,10.22,20.57,21.0,21.8,22.45,target,0.69,target,0.69,target,3.7,target,3.7
2610,2024-04-30,20.95,19.05,22.2,19.91,5.24,19.9,19.9,22.2,22.87,target,5.97,target,5.97,target,9.16,target,9.16
2610,2024-10-17,21.55,20.3,23.15,21.18,1.73,20.47,19.83,23.15,23.84,target,7.42,target,7.42,target,10.63,target,10.63
2610,2025-06-04,22.6,22.0,25.35,22.5,0.43,21.67,20.79,25.35,26.11,stopped,-4.12,stopped,-8.01,stopped,-4.12,stopped,-8.01
2610,2025-09-05,21.65,20.8,22.35,21.31,1.61,20.49,19.92,22.35,23.02,stopped,-5.36,neither,-4.85,stopped,-5.36,neither,-4.85
2610,2026-01-07,20.75,18.5,21.25,19.88,4.4,19.71,19.09,21.25,21.89,target,2.41,target,2.41,target,5.49,target,5.49
